match_id,date,team_id,team_name,local_ultimos_5_partidos,local_ultimos_5_ganados,local_ultimos_5_empatados,local_ultimos_5_perdidos,local_ultimos_5_goles_favor,local_ultimos_5_goles_contra,local_ultimos_5_diferencia_gol,local_ultimos_5_puntos,local_ultimos_5_prom_goles_favor,local_ultimos_5_prom_goles_contra,visitante_ultimos_5_partidos,visitante_ultimos_5_ganados,visitante_ultimos_5_empatados,visitante_ultimos_5_perdidos,visitante_ultimos_5_goles_favor,visitante_ultimos_5_goles_contra,visitante_ultimos_5_diferencia_gol,visitante_ultimos_5_puntos,visitante_ultimos_5_prom_goles_favor,visitante_ultimos_5_prom_goles_contra
m_2dZtBq,2026-05-10,t_1XZg6T,Independiente,5,3,1,1,11,7,4,10,2.2,1.4,5,1,2,2,5,7,-2,5,1.0,1.4
m_0smnBS,2026-07-26,t_1XZg6T,Independiente,5,3,1,1,11,7,4,10,2.2,1.4,5,1,1,3,5,9,-4,4,1.0,1.8
m_2tup6z,2026-07-31,t_1XZg6T,Independiente,5,3,1,1,11,7,4,10,2.2,1.4,5,2,1,2,6,7,-1,7,1.2,1.4
m_11WoiN,2026-08-09,t_1XZg6T,Independiente,5,3,1,1,10,7,3,10,2.0,1.4,5,2,1,2,6,7,-1,7,1.2,1.4
m_1E7Dux,2026-08-17,t_1XZg6T,Independiente,5,3,0,2,6,4,2,9,1.2,0.8,5,2,1,2,6,7,-1,7,1.2,1.4
m_2IoMcO,2026-08-22,t_1XZg6T,Independiente,5,3,0,2,6,4,2,9,1.2,0.8,5,3,0,2,8,7,1,9,1.6,1.4
m_14q45G,2026-08-30,t_1XZg6T,Independiente,5,3,1,1,5,2,3,10,1.0,0.4,5,3,0,2,8,7,1,9,1.6,1.4
m_1W1wwo,2026-09-06,t_1XZg6T,Independiente,5,2,1,2,4,5,-1,7,0.8,1.0,5,3,0,2,8,7,1,9,1.6,1.4
m_0XqwtQ,2026-09-13,t_1XZg6T,Independiente,5,2,1,2,4,5,-1,7,0.8,1.0,5,4,0,1,9,5,4,12,1.8,1.0
m_3gOUak,2026-01-26,t_1dhmUh,Estudiantes de Río Cuarto,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_1mw3rN,2026-01-30,t_1dhmUh,Estudiantes de Río Cuarto,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,1,0,2,-2,0,0.0,2.0
m_1P4cPw,2026-02-03,t_1dhmUh,Estudiantes de Río Cuarto,1,0,1,0,0,0,0,1,0.0,0.0,1,0,0,1,0,2,-2,0,0.0,2.0
m_3jKKF8,2026-02-10,t_1dhmUh,Estudiantes de Río Cuarto,1,0,1,0,0,0,0,1,0.0,0.0,2,0,0,2,1,4,-3,0,0.5,2.0
m_37CuJS,2026-02-15,t_1dhmUh,Estudiantes de Río Cuarto,2,0,1,1,0,1,-1,1,0.0,0.5,2,0,0,2,1,4,-3,0,0.5,2.0
m_48r2a7,2026-02-22,t_1dhmUh,Estudiantes de Río Cuarto,2,0,1,1,0,1,-1,1,0.0,0.5,3,0,0,3,1,8,-7,0,0.3333333333333333,2.6666666666666665
m_0JTPFi,2026-02-26,t_1dhmUh,Estudiantes de Río Cuarto,2,0,1,1,0,1,-1,1,0.0,0.5,4,0,0,4,1,10,-9,0,0.25,2.5
m_3B5PeK,2026-03-03,t_1dhmUh,Estudiantes de Río Cuarto,3,1,1,1,2,1,1,4,0.6666666666666666,0.3333333333333333,4,0,0,4,1,10,-9,0,0.25,2.5
m_3oaL0D,2026-03-12,t_1dhmUh,Estudiantes de Río Cuarto,3,1,1,1,2,1,1,4,0.6666666666666666,0.3333333333333333,5,0,0,5,1,11,-10,0,0.2,2.2
m_1jmmXo,2026-03-16,t_1dhmUh,Estudiantes de Río Cuarto,4,1,1,2,2,2,0,4,0.5,0.5,5,0,0,5,1,11,-10,0,0.2,2.2
m_38Dq9r,2026-03-22,t_1dhmUh,Estudiantes de Río Cuarto,4,1,1,2,2,2,0,4,0.5,0.5,5,0,0,5,1,11,-10,0,0.2,2.2
m_3pnBbL,2026-04-04,t_1dhmUh,Estudiantes de Río Cuarto,5,1,1,3,2,4,-2,4,0.4,0.8,5,0,0,5,1,11,-10,0,0.2,2.2
m_1VteVu,2026-04-12,t_1dhmUh,Estudiantes de Río Cuarto,5,1,1,3,2,4,-2,4,0.4,0.8,5,0,1,4,0,9,-9,1,0.0,1.8
m_2yMdi1,2026-04-18,t_1dhmUh,Estudiantes de Río Cuarto,5,1,0,4,3,6,-3,3,0.6,1.2,5,0,1,4,0,9,-9,1,0.0,1.8
m_4KqHL3,2026-04-24,t_1dhmUh,Estudiantes de Río Cuarto,5,1,0,4,3,6,-3,3,0.6,1.2,5,0,1,4,0,6,-6,1,0.0,1.2
m_1qqpJe,2026-05-05,t_1dhmUh,Estudiantes de Río Cuarto,5,1,0,4,4,7,-3,3,0.8,1.4,5,0,1,4,0,6,-6,1,0.0,1.2
m_2VlptL,2026-07-25,t_1dhmUh,Estudiantes de Río Cuarto,5,0,0,5,2,9,-7,0,0.4,1.8,5,0,1,4,0,6,-6,1,0.0,1.2
m_3zA6AY,2026-07-29,t_1dhmUh,Estudiantes de Río Cuarto,5,1,0,4,3,8,-5,3,0.6,1.6,5,0,1,4,0,6,-6,1,0.0,1.2
m_0OvFHa,2026-08-01,t_1dhmUh,Estudiantes de Río Cuarto,5,1,0,4,3,8,-5,3,0.6,1.6,5,0,1,4,0,7,-7,1,0.0,1.4
m_0eUxKc,2026-08-08,t_1dhmUh,Estudiantes de Río Cuarto,5,1,1,3,3,6,-3,4,0.6,1.2,5,0,1,4,0,7,-7,1,0.0,1.4
m_17RFeg,2026-08-17,t_1dhmUh,Estudiantes de Río Cuarto,5,1,1,3,3,6,-3,4,0.6,1.2,5,0,1,4,1,8,-7,1,0.2,1.6
m_3wtsgB,2026-08-21,t_1dhmUh,Estudiantes de Río Cuarto,5,1,1,3,2,5,-3,4,0.4,1.0,5,0,1,4,1,8,-7,1,0.2,1.6
m_0m7kON,2026-08-29,t_1dhmUh,Estudiantes de Río Cuarto,5,1,2,2,1,3,-2,5,0.2,0.6,5,0,1,4,1,8,-7,1,0.2,1.6
m_4fJmCv,2026-09-04,t_1dhmUh,Estudiantes de Río Cuarto,5,1,2,2,1,3,-2,5,0.2,0.6,5,0,2,3,2,7,-5,2,0.4,1.4
m_1qj0Vv,2026-09-15,t_1dhmUh,Estudiantes de Río Cuarto,5,1,2,2,1,3,-2,5,0.2,0.6,5,0,2,3,2,7,-5,2,0.4,1.4
m_47lc7V,2026-09-15,t_1dhmUh,Estudiantes de Río Cuarto,5,1,2,2,1,3,-2,5,0.2,0.6,5,0,1,4,3,9,-6,1,0.6,1.8
m_22Z8p0,2026-01-23,t_1g5yTJ,Gimnasia Mendoza,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_14jWEQ,2026-01-27,t_1g5yTJ,Gimnasia Mendoza,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,1,0,1,3,1.0,0.0
m_0Xzrp8,2026-02-03,t_1g5yTJ,Gimnasia Mendoza,1,0,0,1,0,1,-1,0,0.0,1.0,1,1,0,0,1,0,1,3,1.0,0.0
m_185FrI,2026-02-09,t_1g5yTJ,Gimnasia Mendoza,1,0,0,1,0,1,-1,0,0.0,1.0,2,1,0,1,1,4,-3,3,0.5,2.0
m_2a1a7F,2026-02-14,t_1g5yTJ,Gimnasia Mendoza,2,1,0,1,1,1,0,3,0.5,0.5,2,1,0,1,1,4,-3,3,0.5,2.0
m_3TfM13,2026-02-21,t_1g5yTJ,Gimnasia Mendoza,2,1,0,1,1,1,0,3,0.5,0.5,3,1,0,2,2,6,-4,3,0.6666666666666666,2.0
m_4Hyhnt,2026-02-25,t_1g5yTJ,Gimnasia Mendoza,3,1,0,2,1,2,-1,3,0.3333333333333333,0.6666666666666666,3,1,0,2,2,6,-4,3,0.6666666666666666,2.0
m_3ZmoAF,2026-02-28,t_1g5yTJ,Gimnasia Mendoza,4,1,1,2,2,3,-1,4,0.5,0.75,3,1,0,2,2,6,-4,3,0.6666666666666666,2.0
m_2mbzIF,2026-03-12,t_1g5yTJ,Gimnasia Mendoza,4,1,1,2,2,3,-1,4,0.5,0.75,4,1,1,2,3,7,-4,4,0.75,1.75
m_2XIz1k,2026-03-18,t_1g5yTJ,Gimnasia Mendoza,4,1,1,2,2,3,-1,4,0.5,0.75,5,1,2,2,3,7,-4,5,0.6,1.4
m_2gIXlp,2026-03-21,t_1g5yTJ,Gimnasia Mendoza,5,1,1,3,3,5,-2,4,0.6,1.0,5,1,2,2,3,7,-4,5,0.6,1.4
m_1tC6eA,2026-04-03,t_1g5yTJ,Gimnasia Mendoza,5,1,1,3,3,5,-2,4,0.6,1.0,5,0,2,3,2,8,-6,2,0.4,1.6
m_4TG70M,2026-04-12,t_1g5yTJ,Gimnasia Mendoza,5,2,1,2,6,6,0,7,1.2,1.2,5,0,2,3,2,8,-6,2,0.4,1.6
m_2riSvt,2026-04-21,t_1g5yTJ,Gimnasia Mendoza,5,2,1,2,6,6,0,7,1.2,1.2,5,0,3,2,3,5,-2,3,0.6,1.0
m_1qQfO1,2026-04-26,t_1g5yTJ,Gimnasia Mendoza,5,2,1,2,6,6,0,7,1.2,1.2,5,0,3,2,3,5,-2,3,0.6,1.0
m_019qHk,2026-05-04,t_1g5yTJ,Gimnasia Mendoza,5,2,1,2,6,6,0,7,1.2,1.2,5,0,3,2,3,8,-5,3,0.6,1.6
m_3B1MqQ,2026-07-24,t_1g5yTJ,Gimnasia Mendoza,5,3,1,1,8,6,2,10,1.6,1.2,5,0,3,2,3,8,-5,3,0.6,1.6
m_0SpGk1,2026-07-28,t_1g5yTJ,Gimnasia Mendoza,5,4,0,1,8,5,3,12,1.6,1.0,5,0,3,2,3,8,-5,3,0.6,1.6
m_2WYe7B,2026-08-01,t_1g5yTJ,Gimnasia Mendoza,5,4,0,1,8,5,3,12,1.6,1.0,5,0,2,3,2,8,-6,2,0.4,1.6
m_3JpYQD,2026-08-09,t_1g5yTJ,Gimnasia Mendoza,5,5,0,0,9,3,6,15,1.8,0.6,5,0,2,3,2,8,-6,2,0.4,1.6
m_15Akee,2026-08-18,t_1g5yTJ,Gimnasia Mendoza,5,5,0,0,9,3,6,15,1.8,0.6,5,0,1,4,2,9,-7,1,0.4,1.8
m_4FtNTS,2026-08-22,t_1g5yTJ,Gimnasia Mendoza,5,5,0,0,9,2,7,15,1.8,0.4,5,0,1,4,2,9,-7,1,0.4,1.8
m_14q45G,2026-08-30,t_1g5yTJ,Gimnasia Mendoza,5,5,0,0,9,2,7,15,1.8,0.4,5,1,1,3,5,10,-5,4,1.0,2.0
m_4BLbJI,2026-09-05,t_1g5yTJ,Gimnasia Mendoza,5,5,0,0,9,2,7,15,1.8,0.4,5,2,0,3,7,9,-2,6,1.4,1.8
m_0v5efb,2026-09-11,t_1g5yTJ,Gimnasia Mendoza,5,4,1,0,10,4,6,13,2.0,0.8,5,2,0,3,7,9,-2,6,1.4,1.8
m_0pr0Dr,2026-01-25,t_1rEb7t,Rosario Central,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_0GrdJU,2026-01-28,t_1rEb7t,Rosario Central,1,0,0,1,1,2,-1,0,1.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0
m_4aRjxN,2026-02-02,t_1rEb7t,Rosario Central,1,0,0,1,1,2,-1,0,1.0,2.0,1,1,0,0,2,1,1,3,2.0,1.0
m_0WCpY7,2026-02-07,t_1rEb7t,Rosario Central,2,0,1,1,1,2,-1,1,0.5,1.0,1,1,0,0,2,1,1,3,2.0,1.0
m_2HMWiS,2026-02-16,t_1rEb7t,Rosario Central,2,0,1,1,1,2,-1,1,0.5,1.0,2,1,1,0,3,2,1,4,1.5,1.0
m_2M8Y8t,2026-02-21,t_1rEb7t,Rosario Central,3,1,1,1,3,2,1,4,1.0,0.6666666666666666,2,1,1,0,3,2,1,4,1.5,1.0
m_1j8XKc,2026-02-25,t_1rEb7t,Rosario Central,4,1,1,2,3,3,0,4,0.75,0.75,2,1,1,0,3,2,1,4,1.5,1.0
m_2sHWPe,2026-03-01,t_1rEb7t,Rosario Central,4,1,1,2,3,3,0,4,0.75,0.75,3,2,1,0,5,3,2,7,1.6666666666666667,1.0
m_1WKjOD,2026-03-11,t_1rEb7t,Rosario Central,4,1,1,2,3,3,0,4,0.75,0.75,4,3,1,0,7,3,4,10,1.75,0.75
m_0FP8kh,2026-03-15,t_1rEb7t,Rosario Central,4,1,1,2,3,3,0,4,0.75,0.75,5,3,2,0,7,3,4,11,1.4,0.6
m_3SxiDH,2026-03-23,t_1rEb7t,Rosario Central,5,2,1,2,5,4,1,7,1.0,0.8,5,3,2,0,7,3,4,11,1.4,0.6
m_0QgN6d,2026-04-05,t_1rEb7t,Rosario Central,5,2,1,2,5,4,1,7,1.0,0.8,5,2,2,1,5,4,1,8,1.0,0.8
m_19wJgg,2026-04-12,t_1rEb7t,Rosario Central,5,3,1,1,6,3,3,10,1.2,0.6,5,2,2,1,5,4,1,8,1.0,0.8
m_2AINHd,2026-04-19,t_1rEb7t,Rosario Central,5,3,1,1,6,3,3,10,1.2,0.6,5,2,1,2,5,6,-1,7,1.0,1.2
m_4KqHL3,2026-04-24,t_1rEb7t,Rosario Central,5,4,0,1,8,4,4,12,1.6,0.8,5,2,1,2,5,6,-1,7,1.0,1.2
m_0fdjQP,2026-05-03,t_1rEb7t,Rosario Central,5,4,0,1,8,4,4,12,1.6,0.8,5,2,1,2,5,6,-1,7,1.0,1.2
m_2dZtBq,2026-05-10,t_1rEb7t,Rosario Central,5,3,1,1,7,5,2,10,1.4,1.0,5,2,1,2,5,6,-1,7,1.0,1.2
m_4SVLwu,2026-05-13,t_1rEb7t,Rosario Central,5,4,1,0,10,5,5,13,2.0,1.0,5,2,1,2,5,6,-1,7,1.0,1.2
m_211adJ,2026-05-16,t_1rEb7t,Rosario Central,5,4,1,0,10,5,5,13,2.0,1.0,5,2,1,2,5,6,-1,7,1.0,1.2
m_3h9ajC,2026-07-23,t_1rEb7t,Rosario Central,5,4,1,0,10,5,5,13,2.0,1.0,5,1,1,3,3,7,-4,4,0.6,1.4
m_1YnVax,2026-07-29,t_1rEb7t,Rosario Central,5,4,1,0,10,5,5,13,2.0,1.0,5,1,0,4,4,9,-5,3,0.8,1.8
m_4JNnXO,2026-08-02,t_1rEb7t,Rosario Central,5,3,2,0,8,4,4,11,1.6,0.8,5,1,0,4,4,9,-5,3,0.8,1.8
m_4HTpja,2026-08-07,t_1rEb7t,Rosario Central,5,3,2,0,8,4,4,11,1.6,0.8,5,2,0,3,5,7,-2,6,1.0,1.4
m_48fWBj,2026-08-17,t_1rEb7t,Rosario Central,5,3,2,0,8,4,4,11,1.6,0.8,5,2,0,3,5,7,-2,6,1.0,1.4
m_2LhyO1,2026-08-25,t_1rEb7t,Rosario Central,5,3,2,0,8,4,4,11,1.6,0.8,5,3,0,2,5,4,1,9,1.0,0.8
m_4bNncf,2026-08-29,t_1rEb7t,Rosario Central,5,3,2,0,8,4,4,11,1.6,0.8,5,2,1,2,5,5,0,7,1.0,1.0
m_0Ksq5j,2026-09-06,t_1rEb7t,Rosario Central,5,3,1,1,8,5,3,10,1.6,1.0,5,2,1,2,5,5,0,7,1.0,1.0
m_2UjMTH,2026-09-13,t_1rEb7t,Rosario Central,5,2,2,1,6,5,1,8,1.2,1.0,5,2,1,2,5,5,0,7,1.0,1.0
m_0pr0Dr,2026-01-25,t_2Ba0sx,Belgrano,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_4XI4Tz,2026-01-29,t_2Ba0sx,Belgrano,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,2,1,1,3,2.0,1.0
m_0ks99k,2026-02-03,t_2Ba0sx,Belgrano,1,0,1,0,1,1,0,1,1.0,1.0,1,1,0,0,2,1,1,3,2.0,1.0
m_2MVqzf,2026-02-08,t_2Ba0sx,Belgrano,1,0,1,0,1,1,0,1,1.0,1.0,2,1,1,0,2,1,1,4,1.0,0.5
m_4RVX9V,2026-02-15,t_2Ba0sx,Belgrano,2,1,1,0,2,1,1,4,1.0,0.5,2,1,1,0,2,1,1,4,1.0,0.5
m_16ojkM,2026-02-20,t_2Ba0sx,Belgrano,2,1,1,0,2,1,1,4,1.0,0.5,3,2,1,0,3,1,2,7,1.0,0.3333333333333333
m_4GDLN6,2026-02-25,t_2Ba0sx,Belgrano,2,1,1,0,2,1,1,4,1.0,0.5,4,2,2,0,4,2,2,8,1.0,0.5
m_2obGmX,2026-03-03,t_2Ba0sx,Belgrano,3,2,1,0,5,2,3,7,1.6666666666666667,0.6666666666666666,4,2,2,0,4,2,2,8,1.0,0.5
m_3oaL0D,2026-03-12,t_2Ba0sx,Belgrano,3,2,1,0,5,2,3,7,1.6666666666666667,0.6666666666666666,5,2,2,1,5,5,0,8,1.0,1.0
m_3W9CKi,2026-03-15,t_2Ba0sx,Belgrano,3,2,1,0,5,2,3,7,1.6666666666666667,0.6666666666666666,5,2,2,1,4,4,0,8,0.8,0.8
m_3rFQnJ,2026-03-22,t_2Ba0sx,Belgrano,4,2,2,0,5,2,3,8,1.25,0.5,5,2,2,1,4,4,0,8,0.8,0.8
m_0X7bQS,2026-04-05,t_2Ba0sx,Belgrano,5,2,2,1,6,4,2,8,1.2,0.8,5,2,2,1,4,4,0,8,0.8,0.8
m_4OXsD0,2026-04-11,t_2Ba0sx,Belgrano,5,2,2,1,6,4,2,8,1.2,0.8,5,2,1,2,4,7,-3,7,0.8,1.4
m_0HO7em,2026-04-20,t_2Ba0sx,Belgrano,5,3,1,1,6,3,3,10,1.2,0.6,5,2,1,2,4,7,-3,7,0.8,1.4
m_3Xoqfp,2026-04-26,t_2Ba0sx,Belgrano,5,3,1,1,6,3,3,10,1.2,0.6,5,1,2,2,3,7,-4,5,0.6,1.4
m_2RNEop,2026-05-03,t_2Ba0sx,Belgrano,5,2,1,2,5,4,1,7,1.0,0.8,5,1,2,2,3,7,-4,5,0.6,1.4
m_3c05ZH,2026-05-09,t_2Ba0sx,Belgrano,5,2,1,2,6,3,3,7,1.2,0.6,5,1,2,2,3,7,-4,5,0.6,1.4
m_0yhLBE,2026-05-12,t_2Ba0sx,Belgrano,5,2,1,2,6,3,3,7,1.2,0.6,5,2,1,2,3,6,-3,7,0.6,1.2
m_0JyeiC,2026-05-17,t_2Ba0sx,Belgrano,5,3,0,2,8,3,5,9,1.6,0.6,5,2,1,2,3,6,-3,7,0.6,1.2
m_25ZLbm,2026-05-24,t_2Ba0sx,Belgrano,5,3,0,2,8,3,5,9,1.6,0.6,5,2,2,1,3,4,-1,8,0.6,0.8
m_3h9ajC,2026-07-23,t_2Ba0sx,Belgrano,5,3,0,2,8,3,5,9,1.6,0.6,5,2,2,1,5,6,-1,8,1.0,1.2
m_1cKmol,2026-08-01,t_2Ba0sx,Belgrano,5,4,0,1,9,2,7,12,1.8,0.4,5,2,2,1,5,6,-1,8,1.0,1.2
m_147hOq,2026-08-06,t_2Ba0sx,Belgrano,5,3,0,2,8,3,5,9,1.6,0.6,5,2,2,1,5,6,-1,8,1.0,1.2
m_2ckNSG,2026-08-10,t_2Ba0sx,Belgrano,5,3,0,2,8,3,5,9,1.6,0.6,5,2,3,0,5,3,2,9,1.0,0.6
m_2rJ3SG,2026-08-15,t_2Ba0sx,Belgrano,5,3,0,2,8,3,5,9,1.6,0.6,5,3,2,0,7,3,4,11,1.4,0.6
m_4Llsds,2026-08-23,t_2Ba0sx,Belgrano,5,4,0,1,10,2,8,12,2.0,0.4,5,3,2,0,7,3,4,11,1.4,0.6
m_02m9E0,2026-08-30,t_2Ba0sx,Belgrano,5,3,0,2,7,4,3,9,1.4,0.8,5,3,2,0,7,3,4,11,1.4,0.6
m_1hvbqC,2026-09-04,t_2Ba0sx,Belgrano,5,3,0,2,7,4,3,9,1.4,0.8,5,2,3,0,6,3,3,9,1.2,0.6
m_0ZigWJ,2026-09-13,t_2Ba0sx,Belgrano,5,2,1,2,6,5,1,7,1.2,1.0,5,2,3,0,6,3,3,9,1.2,0.6
m_22Z8p0,2026-01-23,t_2M7cot,Central Córdoba de Santiago,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_2XR10W,2026-01-28,t_2M7cot,Central Córdoba de Santiago,1,0,0,1,0,1,-1,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0
m_4SzUty,2026-01-31,t_2M7cot,Central Córdoba de Santiago,1,0,0,1,0,1,-1,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0,0.0
m_0ofblh,2026-02-07,t_2M7cot,Central Córdoba de Santiago,1,0,0,1,0,1,-1,0,0.0,1.0,2,0,1,1,0,1,-1,1,0.0,0.5
m_3C7F2J,2026-02-16,t_2M7cot,Central Córdoba de Santiago,2,1,0,1,1,1,0,3,0.5,0.5,2,0,1,1,0,1,-1,1,0.0,0.5
m_10l4Ew,2026-02-22,t_2M7cot,Central Córdoba de Santiago,2,1,0,1,1,1,0,3,0.5,0.5,3,0,1,2,0,3,-3,1,0.0,1.0
m_42bvJB,2026-02-24,t_2M7cot,Central Córdoba de Santiago,3,1,1,1,1,1,0,4,0.3333333333333333,0.3333333333333333,3,0,1,2,0,3,-3,1,0.0,1.0
m_2FKyoL,2026-02-28,t_2M7cot,Central Córdoba de Santiago,4,2,1,1,3,1,2,7,0.75,0.25,3,0,1,2,0,3,-3,1,0.0,1.0
m_3FHq0X,2026-03-12,t_2M7cot,Central Córdoba de Santiago,4,2,1,1,3,1,2,7,0.75,0.25,4,0,1,3,0,5,-5,1,0.0,1.25
m_1JvU76,2026-03-18,t_2M7cot,Central Córdoba de Santiago,4,2,1,1,3,1,2,7,0.75,0.25,5,0,2,3,1,6,-5,2,0.2,1.2
m_0d5xg9,2026-03-23,t_2M7cot,Central Córdoba de Santiago,5,3,1,1,4,1,3,10,0.8,0.2,5,0,2,3,1,6,-5,2,0.2,1.2
m_0S9hu2,2026-04-05,t_2M7cot,Central Córdoba de Santiago,5,3,1,1,4,1,3,10,0.8,0.2,5,0,1,4,1,11,-10,1,0.2,2.2
m_2wfcAu,2026-04-14,t_2M7cot,Central Córdoba de Santiago,5,3,1,1,5,3,2,10,1.0,0.6,5,0,1,4,1,11,-10,1,0.2,2.2
m_3YFLQO,2026-04-20,t_2M7cot,Central Córdoba de Santiago,5,3,1,1,5,3,2,10,1.0,0.6,5,0,1,4,1,11,-10,1,0.2,2.2
m_3JTbLz,2026-04-24,t_2M7cot,Central Córdoba de Santiago,5,3,1,1,8,6,2,10,1.6,1.2,5,0,1,4,1,11,-10,1,0.2,2.2
m_3crdvk,2026-05-02,t_2M7cot,Central Córdoba de Santiago,5,3,1,1,8,6,2,10,1.6,1.2,5,0,2,3,1,9,-8,2,0.2,1.8
m_3B1MqQ,2026-07-24,t_2M7cot,Central Córdoba de Santiago,5,3,0,2,9,8,1,9,1.8,1.6,5,0,2,3,1,9,-8,2,0.2,1.8
m_4Qe3bh,2026-07-31,t_2M7cot,Central Córdoba de Santiago,5,3,0,2,9,8,1,9,1.8,1.6,5,0,2,3,1,8,-7,2,0.2,1.6
m_3lE8VM,2026-08-04,t_2M7cot,Central Córdoba de Santiago,5,2,0,3,7,10,-3,6,1.4,2.0,5,0,2,3,1,8,-7,2,0.2,1.6
m_23LFB9,2026-08-11,t_2M7cot,Central Córdoba de Santiago,5,2,0,3,7,10,-3,6,1.4,2.0,5,0,2,3,1,8,-7,2,0.2,1.6
m_4XvVEn,2026-08-16,t_2M7cot,Central Córdoba de Santiago,5,2,0,3,7,10,-3,6,1.4,2.0,5,1,1,3,2,8,-6,4,0.4,1.6
m_2k3hTY,2026-08-24,t_2M7cot,Central Córdoba de Santiago,5,2,0,3,6,8,-2,6,1.2,1.6,5,1,1,3,2,8,-6,4,0.4,1.6
m_38lyOU,2026-08-30,t_2M7cot,Central Córdoba de Santiago,5,2,0,3,6,8,-2,6,1.2,1.6,5,1,1,3,3,5,-2,4,0.6,1.0
m_1W1wwo,2026-09-06,t_2M7cot,Central Córdoba de Santiago,5,2,0,3,6,8,-2,6,1.2,1.6,5,1,2,2,3,4,-1,5,0.6,0.8
m_2HZGss,2026-09-12,t_2M7cot,Central Córdoba de Santiago,5,1,0,4,2,6,-4,3,0.4,1.2,5,1,2,2,3,4,-1,5,0.6,0.8
m_0U6amu,2026-01-24,t_2RmaMX,Racing Club,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_0GrdJU,2026-01-28,t_2RmaMX,Racing Club,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,1,1,2,-1,0,1.0,2.0
m_3ACZQ9,2026-02-02,t_2RmaMX,Racing Club,1,0,0,1,1,2,-1,0,1.0,2.0,1,0,0,1,1,2,-1,0,1.0,2.0
m_21nAGO,2026-02-07,t_2RmaMX,Racing Club,1,0,0,1,1,2,-1,0,1.0,2.0,2,0,0,2,2,5,-3,0,1.0,2.5
m_3g6NsD,2026-02-14,t_2RmaMX,Racing Club,2,1,0,1,3,3,0,3,1.5,1.5,2,0,0,2,2,5,-3,0,1.0,2.5
m_0WMvJY,2026-02-20,t_2RmaMX,Racing Club,2,1,0,1,3,3,0,3,1.5,1.5,3,1,0,2,4,5,-1,3,1.3333333333333333,1.6666666666666667
m_2ASJLP,2026-02-26,t_2RmaMX,Racing Club,2,1,0,1,3,3,0,3,1.5,1.5,4,1,1,2,4,5,-1,4,1.0,1.25
m_1DDmUV,2026-03-04,t_2RmaMX,Racing Club,3,1,1,1,4,4,0,4,1.3333333333333333,1.3333333333333333,4,1,1,2,4,5,-1,4,1.0,1.25
m_1vnmx3,2026-03-11,t_2RmaMX,Racing Club,3,1,1,1,4,4,0,4,1.3333333333333333,1.3333333333333333,5,2,1,2,7,5,2,7,1.4,1.0
m_1jmmXo,2026-03-16,t_2RmaMX,Racing Club,3,1,1,1,4,4,0,4,1.3333333333333333,1.3333333333333333,5,2,2,1,6,3,3,8,1.2,0.6
m_3rFQnJ,2026-03-22,t_2RmaMX,Racing Club,4,2,1,1,6,4,2,7,1.5,1.0,5,2,2,1,6,3,3,8,1.2,0.6
m_3qEFO6,2026-04-04,t_2RmaMX,Racing Club,4,2,1,1,6,4,2,7,1.5,1.0,5,3,2,0,7,1,6,11,1.4,0.2
m_3RgxwY,2026-04-12,t_2RmaMX,Racing Club,4,2,1,1,6,4,2,7,1.5,1.0,5,2,2,1,5,2,3,8,1.0,0.4
m_3XlvKO,2026-04-19,t_2RmaMX,Racing Club,5,2,1,2,6,6,0,7,1.2,1.2,5,2,2,1,5,2,3,8,1.0,0.4
m_3vfFEs,2026-04-25,t_2RmaMX,Racing Club,5,2,1,2,6,6,0,7,1.2,1.2,5,2,2,1,6,3,3,8,1.2,0.6
m_4ODmAi,2026-05-03,t_2RmaMX,Racing Club,5,2,2,1,6,5,1,8,1.2,1.0,5,2,2,1,6,3,3,8,1.2,0.6
m_3vjLig,2026-05-10,t_2RmaMX,Racing Club,5,1,3,1,4,4,0,6,0.8,0.8,5,2,2,1,6,3,3,8,1.2,0.6
m_4SVLwu,2026-05-13,t_2RmaMX,Racing Club,5,1,3,1,4,4,0,6,0.8,0.8,5,2,2,1,4,3,1,8,0.8,0.6
m_1P4GDL,2026-07-24,t_2RmaMX,Racing Club,5,1,3,1,4,4,0,6,0.8,0.8,5,2,1,2,5,5,0,7,1.0,1.0
m_1YnVax,2026-07-29,t_2RmaMX,Racing Club,5,2,2,1,5,4,1,8,1.0,0.8,5,2,1,2,5,5,0,7,1.0,1.0
